MUNICIPIO_CODIGO;ANO;MES;TIPO_EQP;TOTAL_EQUIPES
330414;2021;12;75;1
330414;2022;12;75;1
330430;2021;12;75;1
330430;2022;12;75;1
330490;2021;12;75;2
330490;2022;12;75;2
330520;2021;12;75;1
330520;2022;12;75;1
330550;2021;12;75;1
330575;2021;12;75;2
330575;2022;12;75;2
330600;2021;12;75;3
330600;2022;12;75;3
350100;2020;12;75;1
350100;2021;12;75;1
350100;2022;12;75;1
350410;2019;12;59;2
350410;2020;12;75;2
350410;2021;12;75;2
350410;2022;12;75;1
350550;2019;12;58;2
350550;2019;12;59;1
350550;2020;12;75;3
350550;2021;12;75;3
350550;2022;12;75;3
350560;2020;12;75;1
350560;2021;12;75;1
350560;2022;12;75;1
350600;2021;12;75;1
350600;2022;12;75;1
350925;2020;12;75;1
350925;2021;12;75;1
350925;2022;12;75;1
351030;2021;12;75;1
351030;2022;12;75;1
351320;2019;12;58;1
351320;2020;12;75;1
351320;2021;12;75;1
351320;2022;12;75;1
351480;2020;12;75;1
351480;2021;12;75;1
351480;2022;12;75;1
351535;2021;12;75;1
351535;2022;12;75;1
351560;2021;12;75;1
351560;2022;12;75;1
351565;2022;12;75;1
351950;2022;12;75;1
352100;2020;12;75;1
352100;2021;12;75;1
352100;2022;12;75;1
352180;2020;12;75;1
352180;2021;12;75;1
352180;2022;12;75;1
352370;2019;12;58;1
352370;2020;12;75;1
352370;2021;12;75;1
352370;2022;12;75;1
352480;2022;12;75;1
352810;2022;12;75;1
352900;2022;12;75;1
352930;2020;12;75;2
352930;2021;12;75;2
352930;2022;12;75;2
353050;2022;12;75;2
353130;2021;12;75;1
353130;2022;12;75;1
353180;2021;12;75;1
353180;2022;12;75;1
353282;2022;12;75;1
353390;2020;12;75;1
353390;2021;12;75;1
353390;2022;12;75;1
353420;2019;12;60;1
353420;2020;12;75;1
353420;2021;12;75;1
353420;2022;12;75;1
353670;2019;12;58;1
353720;2022;12;75;1
353900;2020;12;75;1
353900;2021;12;75;1
353900;2022;12;75;1
354180;2022;12;75;1
354190;2020;12;75;1
354190;2021;12;75;1
354190;2022;12;75;1
354200;2022;12;75;1
354250;2020;12;75;1
354350;2020;12;75;1
354350;2021;12;75;1
354350;2022;12;75;1
354390;2021;12;75;1
354390;2022;12;75;1
354515;2022;12;75;1
354880;2021;12;75;2
354880;2022;12;75;2
355030;2020;12;75;1
355210;2020;12;75;1
355210;2021;12;75;1
355210;2022;12;75;1
355260;2021;12;75;1
355260;2022;12;75;1
355330;2020;12;75;1
355330;2021;12;75;1
355330;2022;12;75;1
355380;2021;12;75;1
355380;2022;12;75;1
355600;2021;12;75;1
355600;2022;12;75;1
355710;2019;12;60;1
355710;2020;12;75;1
355710;2021;12;75;1
355710;2022;12;75;1
410030;2021;12;75;1
410030;2022;12;75;1
410040;2021;12;75;1
410040;2022;12;75;1
410130;2021;12;75;1
410130;2022;12;75;1
410160;2021;12;75;1
410160;2022;12;75;1
410180;2022;12;75;1
410200;2021;12;75;2
410200;2022;12;75;1
410210;2021;12;75;1
410210;2022;12;75;1
410280;2021;12;75;1
410280;2022;12;75;1
410290;2021;12;75;1
410290;2022;12;75;1
410350;2021;12;75;1
410350;2022;12;75;1
410380;2021;12;75;1
410380;2022;12;75;1
410420;2021;12;75;1
410420;2022;12;75;2
410430;2021;12;75;1
410430;2022;12;75;1
410510;2021;12;75;1
410510;2022;12;75;1
410550;2021;12;75;3
410550;2022;12;75;3
410630;2020;12;75;1
410630;2021;12;75;1
410630;2022;12;75;2
410660;2021;12;75;1
410660;2022;12;75;1
410680;2021;12;75;1
410680;2022;12;75;1
410720;2021;12;75;1
410720;2022;12;75;1
410752;2021;12;75;1
410752;2022;12;75;1
410765;2021;12;75;1
410765;2022;12;75;1
410770;2021;12;75;1
410770;2022;12;75;1
410775;2021;12;75;1
410775;2022;12;75;1
410840;2019;12;60;1
410840;2020;12;75;1
410840;2021;12;75;2
410840;2022;12;75;2
410850;2021;12;75;1
410850;2022;12;75;1
410870;2022;12;75;1
410895;2021;12;75;1
410895;2022;12;75;1
410910;2022;12;75;1
411007;2021;12;75;1
411007;2022;12;75;1
411020;2021;12;75;1
411020;2022;12;75;1
411050;2022;12;75;1
411125;2021;12;75;1
411125;2022;12;75;1
411180;2022;12;75;1
411200;2021;12;75;1
411200;2022;12;75;1
411295;2021;12;75;1
411295;2022;12;75;1
411373;2021;12;75;1
411373;2022;12;75;1
411380;2021;12;75;1
411380;2022;12;75;1
411390;2021;12;75;1
411390;2022;12;75;1
411400;2021;12;75;1
411400;2022;12;75;1
411450;2022;12;75;1
411470;2021;12;75;1
411470;2022;12;75;1
411490;2022;12;75;1
411510;2021;12;75;1
411550;2021;12;75;1
411550;2022;12;75;1
411575;2021;12;75;1
411575;2022;12;75;1
411610;2022;12;75;1
411690;2021;12;75;1
411690;2022;12;75;1
411710;2021;12;75;1
411710;2022;12;75;1
411720;2021;12;75;1
411720;2022;12;75;1
411727;2021;12;75;1
411727;2022;12;75;1
411729;2021;12;75;1
411729;2022;12;75;1
411790;2021;12;75;1
411790;2022;12;75;1
411800;2022;12;75;1
411820;2019;12;59;1
411820;2020;12;75;1
411820;2021;12;75;1
411820;2022;12;75;1
411860;2021;12;75;1
411860;2022;12;75;1
411870;2021;12;75;1
411870;2022;12;75;1
411880;2022;12;75;1
411890;2021;12;75;1
411890;2022;12;75;1
411915;2021;12;75;1
411915;2022;12;75;1
411940;2021;12;75;1
411940;2022;12;75;1
411950;2021;12;75;1
411950;2022;12;75;1
411995;2022;12;75;1
412030;2021;12;75;1
412030;2022;12;75;1
412100;2021;12;75;1
412100;2022;12;75;1
412110;2021;12;75;1
412110;2022;12;75;1
412120;2021;12;75;1
412120;2022;12;75;1
412135;2021;12;75;1
412135;2022;12;75;1
412150;2021;12;75;1
412150;2022;12;75;1
412170;2022;12;75;1
412200;2021;12;75;1
412200;2022;12;75;1
412210;2021;12;75;1
412210;2022;12;75;1
412230;2021;12;75;1
412230;2022;12;75;1
412240;2021;12;75;1
412240;2022;12;75;1
412250;2021;12;75;1
412250;2022;12;75;1
412260;2021;12;75;1
412260;2022;12;75;1
412270;2022;12;75;2
412350;2021;12;75;1
412350;2022;12;75;1
412400;2021;12;75;1
412400;2022;12;75;1
412450;2022;12;75;1
412460;2022;12;75;1
412535;2021;12;75;1
412535;2022;12;75;1
412560;2021;12;75;1
412560;2022;12;75;1
412580;2022;12;75;1
412620;2022;12;75;1
412670;2022;12;75;1
412700;2021;12;75;1
412700;2022;12;75;1
412720;2022;12;75;1
412770;2019;12;59;1
412770;2020;12;75;1
412770;2021;12;75;1
412770;2022;12;75;1
412780;2021;12;75;1
412780;2022;12;75;1
412820;2021;12;75;1
412850;2021;12;75;1
412850;2022;12;75;1
412880;2021;12;75;1
412880;2022;12;75;1
420140;2020;12;75;1
420140;2021;12;75;1
420140;2022;12;75;1
420150;2022;12;75;1
420220;2022;12;75;1
420280;2022;12;75;1
420285;2021;12;75;1
420285;2022;12;75;1
420290;2019;12;60;1
420290;2020;12;75;1
420290;2021;12;75;1
420290;2022;12;75;1
420380;2019;12;58;1
420380;2020;12;75;1
420510;2021;12;75;1
420510;2022;12;75;1
420540;2022;12;75;4
420550;2021;12;75;1
420550;2022;12;75;1
420620;2022;12;75;1
420690;2021;12;75;1
420690;2022;12;75;1
420700;2022;12;75;1
420740;2021;12;75;1
420740;2022;12;75;1
420915;2021;12;75;1
420915;2022;12;75;1
420990;2021;12;75;1
420990;2022;12;75;1
421030;2021;12;75;1
421030;2022;12;75;1
421110;2021;12;75;1
421110;2022;12;75;1
421290;2020;12;75;1
421290;2021;12;75;1
421290;2022;12;75;1
421320;2022;12;75;1
421370;2021;12;75;1
421370;2022;12;75;1
421410;2021;12;75;1
421410;2022;12;75;1
421440;2022;12;75;1
421530;2021;12;75;1
421530;2022;12;75;1
421560;2022;12;75;1
421630;2021;12;75;1
421630;2022;12;75;2
421660;2019;12;59;1
421660;2020;12;75;1
421660;2021;12;75;1
421660;2022;12;75;1
421860;2021;12;75;1
421860;2022;12;75;1
421880;2021;12;75;1
421880;2022;12;75;1
421920;2021;12;75;1
421920;2022;12;75;1
421930;2019;12;59;1
421930;2020;12;75;1
421930;2021;12;75;1
421930;2022;12;75;1
421935;2021;12;75;1
421935;2022;12;75;1
430050;2021;12;75;1
430050;2022;12;75;1
430060;2020;12;75;1
430060;2021;12;75;1
430060;2022;12;75;1
430105;2021;12;75;1
430105;2022;12;75;1
430110;2021;12;75;1
430110;2022;12;75;1
430120;2021;12;75;1
430120;2022;12;75;1
430150;2021;12;75;1
430150;2022;12;75;1
430165;2020;12;75;1
430165;2021;12;75;1
430165;2022;12;75;1
430265;2020;12;75;1
430265;2021;12;75;1
430265;2022;12;75;1
430270;2021;12;75;1
430270;2022;12;75;1
430300;2020;12;75;1
430300;2021;12;75;4
430300;2022;12;75;3
430310;2022;12;75;2
430350;2021;12;75;1
430350;2022;12;75;1
430450;2021;12;75;1
430450;2022;12;75;1
430463;2021;12;75;1
430463;2022;12;75;1
430466;2021;12;75;1
430466;2022;12;75;1
430540;2021;12;75;1
430540;2022;12;75;1
430605;2021;12;75;1
430605;2022;12;75;1
430630;2022;12;75;1
430676;2021;12;75;1
430676;2022;12;75;1
430700;2021;12;75;1
430700;2022;12;75;2
430770;2021;12;75;1
430770;2022;12;75;1
430790;2021;12;75;1
430790;2022;12;75;1
430807;2022;12;75;1
430830;2022;12;75;1
430910;2022;12;75;2
430955;2020;12;75;1
430955;2021;12;75;1
430955;2022;12;75;1
430970;2022;12;75;1
431033;2021;12;75;1
431033;2022;12;75;1
431065;2021;12;75;1
431065;2022;12;75;1
431112;2022;12;75;1
431115;2022;12;75;1
431175;2021;12;75;1
431179;2020;12;75;1
431179;2021;12;75;1
431179;2022;12;75;1
431225;2021;12;75;1
431225;2022;12;75;1
431240;2020;12;75;1
431240;2021;12;75;1
431240;2022;12;75;1
431250;2021;12;75;1
431250;2022;12;75;1
431330;2021;12;75;1
431330;2022;12;75;1
431340;2021;12;75;2
431340;2022;12;75;2
431350;2021;12;75;1
431350;2022;12;75;1
431370;2021;12;75;1
431390;2021;12;75;1
431390;2022;12;75;1
431440;2021;12;75;2
431440;2022;12;75;2
431490;2020;12;75;11
431490;2021;12;75;14
431490;2022;12;75;14
431560;2022;12;75;1
431610;2022;12;75;1
431620;2022;12;75;1
431645;2020;12;75;1
431645;2021;12;75;1
431645;2022;12;75;1
431670;2020;12;75;1
431670;2021;12;75;1
431670;2022;12;75;1
431675;2021;12;75;1
431675;2022;12;75;1
431690;2020;12;75;1
431690;2021;12;75;1
431690;2022;12;75;1
431760;2020;12;75;1
431760;2021;12;75;1
431760;2022;12;75;1
431780;2022;12;75;1
431850;2020;12;75;1
431850;2021;12;75;1
431850;2022;12;75;1
431870;2020;12;75;1
431870;2021;12;75;1
431870;2022;12;75;1
431880;2020;12;75;1
431880;2021;12;75;1
431880;2022;12;75;1
431990;2021;12;75;2
431990;2022;12;75;2
432000;2021;12;75;1
432000;2022;12;75;1
432010;2021;12;75;1
432010;2022;12;75;2
432020;2021;12;75;1
432020;2022;12;75;1
432055;2021;12;75;1
432055;2022;12;75;1
432135;2021;12;75;1
432135;2022;12;75;1
432143;2022;12;75;1
432160;2020;12;75;1
432160;2021;12;75;1
432160;2022;12;75;1
432166;2020;12;75;1
432166;2021;12;75;1
432166;2022;12;75;1
432170;2021;12;75;1
432170;2022;12;75;1
432183;2020;12;75;1
432183;2021;12;75;1
432183;2022;12;75;1
432225;2022;12;75;1
432300;2021;12;75;1
432300;2022;12;75;2
432340;2022;12;75;1
432350;2020;12;75;1
432350;2021;12;75;1
432350;2022;12;75;1
432380;2021;12;75;1
432380;2022;12;75;1
500070;2021;12;75;1
500070;2022;12;75;1
500110;2021;12;75;1
500110;2022;12;75;1
500270;2019;12;60;1
500270;2020;12;75;1
500270;2021;12;75;2
500270;2022;12;75;2
500800;2022;12;75;1
500830;2021;12;75;4
500830;2022;12;75;4
510760;2021;12;75;2
510760;2022;12;75;2
520050;2021;12;75;1
520050;2022;12;75;1
520110;2021;12;75;3
520110;2022;12;75;3
520170;2020;12;75;1
520170;2021;12;75;1
520170;2022;12;75;1
520310;2022;12;75;1
520320;2021;12;75;1
520320;2022;12;75;1
520350;2019;12;58;1
520350;2020;12;75;1
520350;2021;12;75;1
520350;2022;12;75;1
520380;2021;12;75;1
520380;2022;12;75;1
520390;2021;12;75;1
520390;2022;12;75;1
520425;2021;12;75;1
520425;2022;12;75;1
520440;2022;12;75;1
520490;2021;12;75;1
520620;2021;12;75;1
520620;2022;12;75;1
520680;2021;12;75;1
520680;2022;12;75;1
520710;2021;12;75;1
520710;2022;12;75;1
520735;2022;12;75;1
520760;2022;12;75;1
520860;2021;12;75;1
520860;2022;12;75;1
520870;2021;12;75;7
520870;2022;12;75;7
520910;2021;12;75;1
520910;2022;12;75;1
520915;2021;12;75;1
520915;2022;12;75;1
520920;2022;12;75;1
520993;2021;12;75;1
520993;2022;12;75;1
520995;2022;12;75;1
521000;2021;12;75;1
521000;2022;12;75;1
521030;2021;12;75;1
521030;2022;12;75;1
521040;2022;12;75;1
521060;2022;12;75;1
521150;2021;12;75;1
521150;2022;12;75;3
521160;2021;12;75;1
521160;2022;12;75;1
521170;2022;12;75;1
521190;2019;12;59;1
521190;2020;12;75;1
521190;2021;12;75;1
521190;2022;12;75;1
521210;2021;12;75;1
521210;2022;12;75;1
521220;2021;12;75;1
521220;2022;12;75;1
521310;2021;12;75;2
521310;2022;12;75;2
521375;2021;12;75;1
521375;2022;12;75;1
521440;2021;12;75;1
521440;2022;12;75;1
521560;2021;12;75;2
521560;2022;12;75;2
521570;2021;12;75;1
521570;2022;12;75;1
521640;2021;12;75;1
521640;2022;12;75;1
521645;2022;12;75;1
521720;2022;12;75;1
521830;2022;12;75;1
521880;2020;12;75;3
521880;2021;12;75;4
521880;2022;12;75;4
521930;2021;12;75;1
521930;2022;12;75;1
521975;2020;12;75;1
522010;2021;12;75;1
522010;2022;12;75;1
522180;2019;12;58;1
522180;2020;12;75;1
522180;2021;12;75;1
522180;2022;12;75;1
530010;2021;12;75;6
530010;2022;12;75;8
